Size	Ponder	Price
1		7722		2701
2		6677		7459
3		9605		7838
4		1780		380
5		2079		7954
6		3459		9291
7		2542		547
8		9235		9393
9		5068		7427
10		9157		8221
11		169		3709
12		3930		4352
13		9216		3571
14		5531		2114
15		1788		4020
16		2023		5687
17		1693		1439
18		3134		3259
19		677		3987
20		6035		8191
21		963		7895
22		6241		5853
23		4148		4321
24		3012		8863
25		750		5121
26		5778		1118
27		5804		4673
28		9334		1894
29		7232		4987
30		822		4185
31		6082		1919
32		9642		3148
33		6167		2621
34		3614		4822
35		6937		5788
36		2040		7478
37		5149		4519
38		3451		8139
39		3287		8249
40		6874		3311
41		4291		8516
42		4393		2670
43		573		3395
44		283		4988
45		193		7749
46		4547		8106
47		6500		5176
48		5196		783
49		2773		3435
50		8475		7718
51		6218		7674
52		8564		7660
53		6882		7388
54		9469		5850
55		8439		8232
56		8438		3775
57		606		4415
58		8360		551
59		3648		5086
60		4258		8580
61		191		9579
62		7087		6433
63		8776		9231
64		7825		2455
65		8531		807
66		3969		5804
67		541		6859
68		2187		2535
69		6694		6899
70		5498		5540
71		4750		5935
72		9686		5522
73		561		2808
74		6670		786
75		1599		6863
76		8467		3221
77		7910		8414
78		1668		2781
79		9625		7422
80		3342		9389
81		2857		8
82		2454		5600
83		2150		616
84		1777		7730
85		6395		5153
86		4806		5827
87		2309		2282
88		9275		3237
89		6001		1931
90		7823		6932
91		555		3987
92		8401		6871
93		5104		8867
94		7591		3731
95		9641		2306
96		6708		1621
97		601		2338
98		2212		8576
99		8383		8471
100		6032		3218
101		6740		8165
102		2120		3567
103		2696		8009
104		9224		1692
105		5717		8680
106		3985		8390
107		1048		6830
108		577		3059
109		2891		2709
110		4585		3380
111		7749		7533
112		7433		5429
113		7824		9108
114		332		2457
115		5475		7831
116		1013		2153
117		9478		1266
118		2474		2047
119		4603		2778
120		7747		3812
121		5610		7024
122		3728		5510
123		5682		2215
124		7084		6609
125		8423		6318
126		4145		6278
127		6410		9994
128		2848		3840
129		9558		3153
130		5853		152
131		7401		7010
132		8299		4702
133		5974		9516
134		3260		3537
135		4872		2702
136		3068		6917
137		9006		2685
138		8062		5178
139		1776		4141
140		5		7429
141		5937		9681
142		7064		412
143		7524		1732
144		2232		8222
145		1482		7675
146		8755		876
147		716		6023
148		5387		1866
149		2651		5803
150		2131		7673
151		3404		7341
152		5376		1196
153		5218		8912
154		3014		6415
155		6370		3542
156		9296		7946
157		1198		2604
158		6797		7209
159		7787		1597
160		3331		657
161		9321		5289
162		1203		8212
163		6611		4021
164		2416		6947
165		8952		4791
166		3311		3749
167		5792		4650
168		1704		9484
169		7808		610
170		8633		3276
171		6901		7496
172		3934		4781
173		5848		8351
174		4878		666
175		9672		6155
176		2654		4460
177		6741		9428
178		8844		5173
179		9784		9915
180		2288		7457
181		9309		960
182		3229		7765
183		1890		856
184		4277		3132
185		6375		3773
186		8892		7100
187		9137		5809
188		4755		6890
189		503		311
190		1513		7073
191		1976		1289
192		1276		6585
193		9443		9662
194		199		2149
195		69		7048
196		802		7229
197		7051		1347
198		4849		9574
199		9109		6688
200		494		790
201		2938		4680
202		3374		1940
203		9669		3658
204		3353		4733
205		954		7361
206		2399		9876
207		5108		9757
208		9916		4795
209		9470		7224
210		305		2733
211		4499		39
212		7972		5030
213		6139		3820
214		3871		9924
215		3063		6087
216		1737		7341
217		1838		1852
218		6833		8285
219		3415		3302
220		5198		6292
221		7964		7995
222		8063		4887
223		786		3219
224		2731		492
225		9786		7023
226		4402		5458
227		9233		4402
228		2328		7796
229		3626		8947
230		7944		3052
231		4084		3378
232		2744		839
233		7367		194
234		4400		8794
235		5292		6204
236		6504		6059
237		2710		9035
238		9418		2451
239		5536		7789
240		9143		7707
241		2817		4638
242		6283		3415
243		2401		3364
244		3531		7026
245		425		486
246		3072		4810
247		1123		5817
248		2588		3443
249		8149		7419
250		6627		2577
251		3798		8050
252		6382		9704
253		8900		4344
254		5169		9030
255		6059		9250
256		1424		9231
257		8192		5010
258		1336		4665
259		3192		2099
260		2155		9237
261		2986		7126
262		4234		8137
263		2448		3965
264		144		5905
265		8283		7819
266		98		9910
267		9145		5884
268		6054		4284
269		71		6782
270		2155		2601
271		7145		5164
272		2401		6957
273		548		3396
274		7595		7442
275		9623		6755
276		6189		3038
277		878		8080
278		1604		2641
279		61		9247
280		1296		5439
281		4057		2968
282		3775		3659
283		8038		6276
284		5959		2799
285		3436		4547
286		1531		7690
287		6650		6607
288		3787		542
289		7690		2639
290		6705		2149
291		7572		5250
292		954		7568
293		5351		8598
294		4205		5331
295		9648		3360
296		7074		4949
297		8237		1223
298		2251		1834
299		7106		799
300		9230		2619
301		5472		187
302		7407		1499
303		7895		9061
304		2692		243
305		1679		156
306		1088		3199
307		3277		9057
308		1676		3817
309		4339		580
310		8358		8996
311		2361		7323
312		3498		4170
313		2390		4452
314		1480		8250
315		1816		9556
316		4779		9103
317		3510		6937
318		7091		768
319		8401		5957
320		1667		7966
321		3854		3756
322		4592		3793
323		8207		3049
324		7035		4099
325		6775		160
326		1160		1835
327		2382		4016
328		7878		4114
329		5859		2583
330		3767		3508
331		6879		8219
332		799		3792
333		1400		1597
334		1627		4786
335		3920		7049
336		3336		7554
337		568		3469
338		7504		2181
339		7427		976
340		5233		981
341		3817		6385
342		9535		7003
343		7755		1197
344		4956		6004
345		592		1510
346		5272		6956
347		3554		7919
348		5667		1816
349		4008		4966
350		1967		4582
351		5519		9724
352		5227		9719
353		8598		6232
354		7369		9800
355		2263		3228
356		7858		8260
357		688		4436
358		465		5381
359		236		6486
360		8454		9899
361		7705		4056
362		133		5000
363		6765		6889
364		5703		9065
365		1112		9679
366		2394		1308
367		8413		3768
368		5853		6629
369		1638		2498
370		3103		2598
371		7361		401
372		8047		1331
373		8001		6796
374		6720		1983
375		6798		8186
376		1093		5421
377		6899		9662
378		8		3554
379		1360		6282
380		3546		9329
381		6199		3348
382		3039		7639
383		244		9830
384		389		7705
385		2159		959
386		3909		8307
387		5638		1047
388		7077		7509
389		6241		3776
390		7059		9062
391		6433		6168
392		4085		8025
393		4555		8714
394		3952		7936
395		1089		8610
396		8487		1394
397		9588		726
398		9512		1670
399		1680		3772
400		1894		5814
401		3269		7560
402		5217		1293
403		3312		8415
404		9049		9851
405		6726		1825
406		6374		3675
407		2504		1384
408		2351		8296
409		737		8476
410		7477		6802
411		6579		2659
412		7320		9826
413		5036		2927
414		2047		8388
415		5177		8080
416		8941		1886
417		7720		3429
418		5591		6523
419		6234		2108
420		8102		4726
421		6481		8499
422		3584		1674
423		372		9032
424		9662		2098
425		6207		1547
426		8094		1374
427		5762		2201
428		6012		4106
429		4022		7542
430		760		8531
431		1798		1830
432		8369		6045
433		8368		8044
434		2991		6387
435		3970		5365
436		5413		7559
437		8972		8937
438		8668		8541
439		9399		3859
440		9379		7128
441		5854		2483
442		861		2050
443		8083		3176
444		209		6060
445		2127		7031
446		9429		514
447		3008		618
448		8334		9737
449		5903		1534
450		4403		4537
451		4153		7643
452		587		5712
453		965		2880
454		8873		2872
455		8921		497
456		7854		2210
457		3248		4030
458		984		9180
459		280		2271
460		5724		5733
461		4434		4839
462		4630		3903
463		6102		2560
464		9695		6843
465		7232		6126
466		9303		527
467		3479		9760
468		7661		163
469		6980		7645
470		4117		2910
471		3925		9484
472		7179		4324
473		4381		1270
474		4874		1504
475		1199		7713
476		7474		6886
477		2501		3770
478		6661		700
479		8762		7163
480		7746		4596
481		9632		8378
482		7345		2622
483		9247		1484
484		6435		1378
485		1966		1028
486		4470		758
487		5031		8815
488		7395		8053
489		4588		7712
490		9215		6404
491		2628		7753
492		5471		9819
493		639		9181
494		5424		10000
495		9822		1017
496		3375		3324
497		1111		8822
498		5164		4759
499		6444		8289
500		7254		8311
501		9880		9988
502		1963		5044
503		4803		7299
504		3235		8340
505		933		9748
506		9002		4080
507		5530		637
508		2897		2917
509		840		887
510		3899		5815
511		2171		6148
512		1303		2539
513		9487		2493
514		4823		2272
515		8605		6003
516		9433		6252
517		4993		6300
518		6565		9731
519		295		2057
520		4209		5189
521		5269		8307
522		962		6594
523		3997		1687
524		3575		378
525		1463		3168
526		2232		8165
527		3887		7661
528		2063		6116
529		3672		2645
530		1754		888
531		4662		8697
532		974		338
533		1461		1268
534		6397		8312
535		8792		9832
536		4414		4483
537		5595		8374
538		3154		3765
539		1351		7546
540		7175		8893
541		8568		9257
542		3248		5757
543		4521		5242
544		1899		3326
545		7558		5874
546		5533		4563
547		8534		1253
548		8514		3878
549		9306		6253
550		8889		7265
551		4723		3788
552		9103		5629
553		7088		5957
554		4662		4059
555		2035		5574
556		13		148
557		8804		4595
558		6499		5993
559		3009		4599
560		2661		3062
561		9132		3008
562		4674		1367
563		7472		656
564		3722		2598
565		5550		6596
566		7086		1689
567		5925		5158
568		1744		9747
569		440		1366
570		5362		9471
571		4925		1421
572		6221		4753
573		3500		5303
574		8409		5520
575		8555		7325
576		339		5666
577		9769		1242
578		6697		7203
579		9833		8343
580		1181		1003
581		7018		3283
582		3240		7450
583		1352		590
584		1096		9533
585		9572		6728
586		4580		7492
587		8626		2440
588		6289		5862
589		3025		8289
590		8638		9041
591		3012		9354
592		4736		597
593		6876		4511
594		4922		6195
595		1305		5868
596		1394		4183
597		6841		4091
598		209		6602
599		5791		4549
600		7645		3817
601		3432		6490
602		7078		9987
603		9094		2923
604		4745		1919
605		4939		5281
606		7299		59
607		4075		5018
608		8218		4323
609		2986		6737
610		7642		8461
611		2763		4255
612		3985		5291
613		6202		4629
614		4887		819
615		280		2969
616		9068		2033
617		3217		6486
618		5002		4235
619		9023		7112
620		7096		989
621		1942		4602
622		2465		6752
623		2979		2762
624		7057		6083
625		9791		5734
626		3462		984
627		7400		3824
628		6041		3964
629		4908		4266
630		2810		6882
631		4266		430
632		4458		913
633		8508		7703
634		8838		1796
635		5520		1669
636		4295		8268
637		5646		2884
638		1052		4572
639		3073		6453
640		7282		438
641		4734		6132
642		9118		8639
643		2819		1629
644		4488		4573
645		9879		5840
646		6681		5727
647		3393		8223
648		4346		4788
649		6287		1189
650		6138		7064
651		9358		2007
652		7069		2816
653		3728		8010
654		7763		8440
655		7894		8676
656		4843		9486
657		6845		8626
658		1408		9313
659		6664		789
660		443		5288
661		9684		9584
662		2067		697
663		7623		3552
664		3406		1615
665		757		8239
666		9708		1969
667		7690		1034
668		2455		1671
669		5593		8565
670		2369		6410
671		8203		6901
672		3529		7597
673		2827		306
674		3970		1800
675		5086		7533
676		3646		9874
677		5449		4690
678		3947		7929
679		2204		3897
680		9628		8314
