Size	Ponder	Price	P/B
2367		1		4166		4166.0		
6985		2		8010		4005.0		
7879		2		7783		3891.5		
9678		2		7482		3741.0		
1673		2		7260		3630.0		
3721		2		6883		3441.5		
2864		1		2566		2566.0		
8997		3		6376		2125.33333		
140		5		7429		1485.8		
5863		5		6159		1231.8		
9270		11		9440		858.18182		
4878		16		8479		529.9375		
8161		12		6108		509.0		
2792		10		5069		506.9		
765		18		8364		464.66667		
378		8		3554		444.25		
6501		22		9502		431.90909		
7560		22		9011		409.59091		
8569		4		1635		408.75		
6114		12		4701		391.75		
9834		15		5397		359.8		
1839		14		4908		350.57143		
4984		29		9960		343.44828		
5908		20		6072		303.6		
7950		27		7999		296.25926		
8971		19		4844		254.94737		
6456		30		7346		244.86667		
1477		31		6961		224.54839		
5966		47		9348		198.89362		
4308		29		5387		185.75862		
8105		37		6856		185.2973		
6337		40		7072		176.8		
3577		46		7755		168.58696		
3668		58		9778		168.58621		
4090		60		9930		165.5		
8483		59		9499		161.0		
279		61		9247		151.59016		
5937		29		4294		148.06897		
5093		15		2149		143.26667		
4640		44		6100		138.63636		
6229		63		8407		133.44444		
1070		31		4106		132.45161		
6864		53		6989		131.86792		
3951		74		8948		120.91892		
3093		49		5847		119.32653		
2900		38		4517		118.86842		
8040		73		8300		113.69863		
1020		82		9315		113.59756		
9782		39		4219		108.17949		
6632		53		5663		106.84906		
5764		31		3184		102.70968		
195		69		7048		102.14493		
266		98		9910		101.12245		
2470		87		8689		99.87356		
4641		63		6180		98.09524		
9377		86		8361		97.22093		
269		71		6782		95.52113		
4527		82		7653		93.32927		
3732		77		6828		88.67532		
4222		82		7206		87.87805		
1575		83		7189		86.61446		
8322		90		7442		82.68889		
4573		90		7178		79.75556		
5957		61		4788		78.4918		
8976		27		2103		77.88889		
2928		106		8206		77.41509		
6663		82		6333		77.23171		
3250		128		9072		70.875		
1658		36		2518		69.94444		
3538		96		6664		69.41667		
3085		86		5945		69.12791		
9465		128		8835		69.02344		
5120		128		8801		68.75781		
9861		20		1342		67.1		
7935		68		4527		66.57353		
4972		122		8111		66.48361		
2919		76		4980		65.52632		
1912		103		6715		65.19417		
3894		76		4646		61.13158		
8182		59		3603		61.0678		
9289		68		4135		60.80882		
7576		77		4622		60.02597		
8425		61		3568		58.4918		
9924		30		1742		58.06667		
8866		154		8718		56.61039		
2995		107		6027		56.3271		
7215		176		9865		56.05114		
5465		131		7183		54.83206		
5176		158		8611		54.5		
1155		155		8289		53.47742		
6469		157		8349		53.17834		
4992		141		7498		53.1773		
4421		98		5184		52.89796		
7156		179		9389		52.45251		
4892		162		8398		51.83951		
9045		193		9946		51.53368		
1027		25		1283		51.32		
2341		130		6607		50.82308		
4964		178		8943		50.24157		
61		191		9579		50.15183		
8506		198		9917		50.08586		
6150		98		4874		49.73469		
6405		96		4752		49.5		
3936		99		4843		48.91919		
4223		50		2438		48.76		
7687		184		8914		48.44565		
8990		125		6045		48.36		
3902		201		9642		47.97015		
9428		196		9354		47.72449		
6928		170		8033		47.25294		
6671		154		7207		46.7987		
3882		49		2256		46.04082		
4197		194		8785		45.28351		
5603		130		5865		45.11538		
3190		165		7370		44.66667		
1404		132		5892		44.63636		
3121		180		7978		44.32222		
7092		168		7390		43.9881		
2579		165		7253		43.95758		
9383		38		1654		43.52632		
6345		134		5803		43.30597		
4011		121		5145		42.52066		
