Size	Ponder	Price
1		281		285
2		147		468
3		30		892
4		438		284
5		843		230
6		413		831
7		395		222
8		830		714
9		783		314
10		313		649
11		955		751
12		443		279
13		319		739
14		600		136
15		370		907
16		277		47
17		428		714
18		465		503
19		22		247
20		462		151
21		969		141
22		352		958
23		91		576
24		639		632
25		842		876
26		422		392
27		882		654
28		157		753
29		59		392
30		75		566
31		973		467
32		109		711
33		582		650
34		469		77
35		961		607
36		995		18
37		224		660
38		162		493
39		854		308
40		427		44
41		539		43
42		572		234
43		325		734
44		172		732
45		883		355
46		497		616
47		329		933
48		671		321
49		882		692
50		265		252
51		541		306
52		677		408
53		520		609
54		137		606
55		422		907
56		158		493
57		578		68
58		993		323
59		669		216
60		248		151
61		53		966
62		752		83
63		118		42
64		993		75
65		760		982
66		159		525
67		445		619
68		510		876
69		318		55
70		689		535
71		564		222
72		972		584
73		297		464
74		161		230
75		572		208
76		207		703
77		308		987
78		791		959
79		416		156
80		168		593
81		347		546
82		35		435
83		713		373
84		779		369
85		768		590
86		920		23
87		787		959
88		653		765
89		871		688
90		191		653
91		474		617
92		147		683
93		710		884
94		509		737
95		473		697
96		442		197
97		998		925
98		670		223
99		690		417
100		730		633
101		530		990
102		26		953
103		761		603
104		410		955
105		118		941
106		288		876
107		649		28
108		683		316
109		661		482
110		809		768
111		440		385
112		838		783
113		224		781
114		479		197
115		847		85
116		635		789
117		713		769
118		202		472
119		642		751
120		140		548
121		670		694
122		904		573
123		434		800
124		191		598
125		656		423
126		725		78
127		448		429
128		688		841
129		456		198
130		234		821
131		571		937
132		24		2
133		914		850
134		329		475
135		827		399
136		76		526
137		284		995
138		51		883
139		561		230
140		150		56
141		651		734
142		240		587
143		1		409
144		140		381
145		650		173
146		752		639
147		596		885
148		912		577
149		814		778
150		758		550
151		628		381
152		692		842
153		367		383
154		279		296
155		47		672
156		430		367
157		516		264
158		576		26
159		135		199
160		69		13
161		322		877
162		402		955
163		837		865
164		559		860
165		569		865
166		496		564
167		522		309
168		100		833
169		374		245
170		212		917
171		577		203
172		189		591
173		972		999
174		298		397
175		254		822
176		47		673
177		207		122
178		782		281
179		873		373
180		278		539
181		539		850
182		316		934
183		299		283
184		722		924
185		183		664
186		940		258
187		577		401
188		697		198
189		923		199
190		624		401
191		337		979
192		790		456
193		564		629
194		27		687
195		290		119
196		387		186
197		661		646
198		60		202
199		762		475
200		938		322
201		323		631
202		594		443
203		785		829
204		188		458
205		523		984
206		249		69
207		407		917
208		300		82
209		61		81
210		575		156
211		969		454
212		871		11
213		935		397
214		933		409
215		10		611
216		829		2
217		900		719
218		476		250
219		50		954
220		844		585
221		172		279
222		833		105
223		584		444
224		430		709
225		628		685
226		463		588
227		310		654
228		47		882
229		241		933
230		516		553
231		277		694
232		842		892
233		467		496
234		883		988
235		628		729
236		847		218
237		736		411
238		711		34
239		207		959
240		387		982
241		724		114
242		281		648
243		468		331
244		164		155
245		877		64
246		198		831
247		536		138
248		669		150
249		841		704
250		503		507
251		587		352
252		925		211
253		97		763
254		11		71
255		30		833
256		205		510
257		272		805
258		540		1000
259		1		831
260		563		482
261		262		406
262		381		856
263		882		553
264		652		18
265		951		994
266		420		602
267		664		592
268		322		656
269		754		506
270		708		555
271		366		499
272		530		70
273		421		414
274		237		457
275		534		885
276		691		168
277		527		122
278		498		71
279		61		179
280		219		825
281		670		158
282		31		19
283		145		861
284		664		350
285		456		905
286		929		841
287		122		150
288		267		874
289		454		58
290		445		470
291		51		652
292		566		370
293		122		822
294		154		930
295		194		311
296		397		652
297		564		294
298		387		309
299		216		838
300		489		881
301		373		700
302		909		680
303		960		798
304		793		363
305		219		291
306		660		104
307		631		792
308		722		882
309		906		722
310		818		42
311		153		154
312		944		243
313		3		146
314		676		139
315		570		78
316		247		936
317		214		835
318		506		283
319		943		27
320		461		712
321		479		90
322		242		62
323		913		434
324		785		824
325		730		811
326		777		980
327		94		319
328		922		966
329		289		93
330		553		219
331		204		468
332		50		71
333		391		138
334		301		430
335		707		542
336		478		769
337		385		720
338		237		549
339		80		630
340		328		195
341		997		435
342		414		793
343		70		622
344		882		710
345		294		20
346		1000		332
347		331		777
348		587		848
349		254		125
350		397		791
351		905		428
352		70		251
353		46		120
354		181		855
355		141		406
356		842		676
357		193		73
358		677		328
359		893		24
360		805		413
361		50		372
362		219		655
363		202		467
364		830		273
365		231		510
366		460		806
367		324		676
368		282		395
369		577		711
370		400		590
371		471		921
372		431		875
