Size	Ponder	Price
1		44856		49467
2		70933		4218
3		66258		20885
4		85502		84021
5		28592		23653
6		17164		1331
7		83259		7197
8		87651		18574
9		38450		50801
10		63914		70228
11		38140		33274
12		19175		90070
13		11685		99649
14		55155		67500
15		38862		93037
16		18312		42174
17		7987		63453
18		93118		96676
19		18453		33628
20		55891		55735
21		89312		8349
22		65764		59160
23		77834		33596
24		37385		17038
25		32764		3826
26		41622		50238
27		67868		46066
28		72024		14871
29		72545		17444
30		76255		98842
31		54214		2793
32		15451		49830
33		31995		61441
34		98922		14833
35		71954		67149
36		36298		72538
37		83393		14805
38		32211		84141
39		81667		27651
40		12126		83680
41		54260		49325
42		21026		44710
43		73816		67203
44		78623		77766
45		98876		70694
46		44531		28572
47		57193		8000
48		35811		74368
49		57980		72369
50		38709		53765
51		95239		63112
52		56208		87339
53		75853		55915
54		84233		43179
55		65782		8530
56		60019		73839
57		2447		14869
58		48810		95465
59		44090		87126
60		26222		88143
61		73059		46446
62		70371		17654
63		51830		13036
64		30873		54393
65		28919		67152
66		75071		70553
67		90288		82781
68		65777		92716
69		57452		22748
70		53003		33363
71		93843		58776
72		24778		12666
73		76157		3068
74		21884		88280
75		48899		99118
76		87920		62547
77		40981		53723
78		95549		54410
79		34609		174
80		28622		68458
81		55610		11441
82		24644		33440
83		58712		34643
84		62639		5677
85		90224		36648
86		81322		21576
87		2072		60068
88		7706		22277
89		77572		58970
90		71216		18278
91		10913		39603
92		88309		18768
93		65868		3007
94		7176		87575
95		90675		18115
96		24531		44335
97		48982		57961
98		91552		59100
99		29149		24405
100		21659		83355
101		40678		23670
102		43568		13926
103		43517		95833
104		15614		5486
105		91324		11190
106		66544		52168
107		34953		84600
108		57515		32508
109		48022		57500
110		65752		18554
111		28415		84788
112		75859		53557
113		56463		60955
114		83003		31041
115		52860		35865
116		3020		45379
117		18458		71193
118		1657		49922
119		31109		25076
120		88650		94908
121		9407		74121
122		2892		25425
123		91689		78347
124		31024		40090
125		77191		5239
126		60217		94911
127		59603		28965
128		70371		89074
129		38435		17066
130		87929		29451
131		94290		31160
132		34714		9750
133		91185		89231
134		24461		14461
135		83204		79465
136		91		75852
137		35855		45427
138		8332		51961
139		79321		19205
140		16803		32834
141		6620		83754
142		49542		88191
143		38812		71565
144		47049		20579
145		51567		23992
146		35573		16622
147		41018		89948
148		92361		41983
149		50423		30553
150		38786		91035
151		93607		26966
152		21962		52415
153		24665		9760
154		16117		1339
155		6512		92834
156		31944		56717
157		26101		45669
158		18786		12522
159		87989		5885
160		84130		53378
161		48042		29474
162		34820		91362
163		7311		99901
164		55077		19929
165		64575		47624
166		46924		46316
167		88511		47132
168		32648		56089
169		82103		35896
170		38970		82971
171		42015		73222
172		74480		14956
173		76435		32999
174		54829		37924
175		10294		43236
176		71222		81791
177		65032		62909
178		38763		88660
179		96054		23983
180		36188		75317
181		25406		54679
182		84109		96380
183		35558		43926
184		54523		69730
185		83458		54355
186		16588		98594
187		76794		9972
188		15999		14444
189		46095		68586
190		88672		88574
191		90576		42119
192		79674		29301
193		77589		14368
194		20156		62396
195		58744		59735
196		1578		28227
197		67690		52227
198		41014		94906
199		78429		19294
200		43897		95352
201		66850		85961
202		41276		91736
203		16550		30093
204		44186		52659
205		10301		72016
206		71853		97633
207		36430		87335
208		16752		55177
209		54054		2152
210		3827		93441
211		65287		93550
212		91248		49882
213		30393		34047
214		81085		35322
215		36943		52980
216		63221		28864
217		21757		68549
218		92195		37840
219		30040		99631
220		41670		88762
221		70678		47004
222		35776		66136
223		806		36613
224		52633		99710
225		58824		64745
226		48000		82225
227		83635		54971
228		10468		17014
229		43331		5409
230		97150		92507
231		1315		43697
232		49391		79930
233		6073		69457
234		55107		3453
235		66906		31414
236		24078		59343
237		43384		6382
238		72122		8441
239		25670		77069
240		29553		73086
241		39560		15203
242		77412		19403
243		5510		73155
244		72343		94820
245		74010		83372
246		29713		95315
247		45472		54482
248		11976		68157
249		30243		54829
250		38536		47333
251		88932		17776
252		21735		76999
253		56580		67313
254		65123		59283
255		45455		80021
256		17809		42179
257		36307		71161
258		38490		51041
259		55905		92995
260		71073		28826
261		84166		92925
262		64753		25795
263		51499		51801
