Size	Ponder	Price	P/B
32174		1		81211		81211.0		
7105		2		65120		32560.0		
87219		2		60754		30377.0		
66966		2		59094		29547.0		
84388		1		24323		24323.0		
11978		4		55855		13963.75		
44361		4		48565		12141.25		
3331		8		91131		11391.375		
77388		6		64625		10770.83333		
13969		2		18555		9277.5		
20996		2		17029		8514.5		
47686		5		42133		8426.6		
24859		9		70603		7844.77778		
58200		14		90639		6474.21429		
44654		9		56937		6326.33333		
75553		2		12201		6100.5		
86073		4		23413		5853.25		
37779		17		64204		3776.70588		
40769		18		63022		3501.22222		
24831		26		86897		3342.19231		
19574		28		91613		3271.89286		
84657		8		24439		3054.875		
69196		14		39324		2808.85714		
11985		18		46919		2606.61111		
59515		31		77327		2494.41935		
47002		34		84599		2488.20588		
39709		23		56729		2466.47826		
87590		34		78894		2320.41176		
15762		42		92275		2197.02381		
16139		13		27594		2122.61538		
67451		5		10062		2012.4		
89128		32		63620		1988.125		
31534		37		73354		1982.54054		
68522		11		21318		1938.0		
71809		31		56426		1820.19355		
85302		36		63030		1750.83333		
82090		47		81979		1744.23404		
79352		61		98852		1620.52459		
49060		29		46641		1608.31034		
22388		42		66766		1589.66667		
37191		36		53158		1476.61111		
27393		42		61105		1454.88095		
71065		59		84165		1426.52542		
17176		69		94134		1364.26087		
60369		43		56262		1308.4186		
26040		59		76053		1289.0339		
82724		39		49666		1273.48718		
46921		42		53416		1271.80952		
62650		42		53108		1264.47619		
92702		36		45189		1255.25		
60946		73		87851		1203.43836		
30245		80		93910		1173.875		
83077		39		45538		1167.64103		
38963		56		65328		1166.57143		
53178		24		27505		1146.04167		
59517		82		93618		1141.68293		
31906		63		69292		1099.87302		
4091		56		60655		1083.125		
28459		79		82221		1040.77215		
20355		83		85435		1029.33735		
50156		86		87168		1013.5814		
74629		88		83006		943.25		
88428		101		93735		928.06931		
13502		20		18331		916.55		
2134		82		73507		896.42683		
13922		102		89529		877.73529		
50385		108		93279		863.69444		
28845		95		80207		844.28421		
49374		119		99674		837.59664		
65384		66		55210		836.51515		
136		91		75852		833.53846		
52702		84		69863		831.70238		
86815		31		25698		828.96774		
54188		103		85120		826.40777		
52262		90		73233		813.7		
75663		101		81432		806.25743		
82224		104		80184		771.0		
7518		84		64513		768.0119		
42983		124		94957		765.78226		
85790		120		91868		765.56667		
57669		69		49961		724.07246		
86570		72		51706		718.13889		
28204		49		34377		701.57143		
17447		121		84573		698.95041		
70811		117		79133		676.35043		
60949		145		97369		671.51034		
37114		105		69147		658.54286		
65040		42		27309		650.21429		
31820		87		56302		647.14943		
80710		78		48922		627.20513		
44940		123		76180		619.34959		
72288		85		50808		597.74118		
85857		115		67357		585.71304		
85881		119		66455		558.44538		
17946		140		77983		557.02143		
94440		115		63625		553.26087		
4119		121		65282		539.52066		
75675		116		62410		538.01724		
20585		121		64768		535.27273		
16740		113		60458		535.02655		
32585		49		25598		522.40816		
87453		89		45920		515.95506		
63814		70		35016		500.22857		
3591		142		70894		499.25352		
14998		164		81065		494.29878		
38054		152		72743		478.57237		
92790		106		50496		476.37736		
93153		192		89037		463.73438		
83472		215		98847		459.75349		
46617		62		28120		453.54839		
59074		153		69327		453.11765		
31094		175		78761		450.06286		
90860		184		81591		443.42935		
29705		227		99793		439.61674		
40964		102		44244		433.76471		
79501		186		80438		432.46237		
99575		207		89382		431.7971		
49526		33		13675		414.39394		
5460		193		78234		405.35751		
62247		101		40574		401.72277		
69225		169		66468		393.30178		
41029		132		51878		393.01515		
76601		150		58279		388.52667		
56801		162		62867		388.0679		
840		101		39140		387.52475		
53225		153		58714		383.75163		
48182		248		94947		382.85081		
27264		164		60790		370.67073		
47123		178		65813		369.73596		
33327		110		40091		364.46364		
10238		248		88604		357.27419		
4682		247		88194		357.06073		
956		241		85996		356.82988		
38895		234		83402		356.4188		
1608		65		22926		352.70769		
16071		182		63587		349.37912		
52216		274		95260		347.66423		
23461		182		62594		343.92308		
40865		270		92728		343.43704		
15832		291		99636		342.39175		
